Year,Month,D4-Exceptional Drought,D3-Extreme Drought,D2-Severe Drought,D1-Moderate Drought,D0-Abnormally Dry,No Drought,Date,DSCI
4/17/2001,0.0,0.58,3.44,14.71,33.5,66.5,2001-04-17,2001,194.29
4/10/2001,0.0,0.58,3.44,13.11,25.99,74.01,2001-04-10,2001,181.98
4/3/2001,0.0,0.58,3.44,12.93,30.21,69.79,2001-04-03,2001,185.66
3/27/2001,0.0,0.0,0.08,4.65,26.6,73.4,2001-03-27,2001,140.87
3/20/2001,0.0,0.0,0.08,4.65,26.6,73.4,2001-03-20,2001,140.87
3/13/2001,0.0,0.0,0.0,2.97,26.89,73.11,2001-03-13,2001,135.8
3/6/2001,0.0,0.0,0.0,2.97,26.89,73.11,2001-03-06,2001,135.8
2/27/2001,0.0,0.0,0.0,2.95,26.89,73.11,2001-02-27,2001,135.74
2/20/2001,0.0,0.0,0.0,2.28,31.9,68.1,2001-02-20,2001,138.73999999999998
2/13/2001,0.0,0.0,0.0,2.68,37.05,62.95,2001-02-13,2001,145.09
2/6/2001,0.0,0.0,0.0,0.0,36.35,63.65,2001-02-06,2001,136.35
1/30/2001,0.0,0.0,0.0,0.0,19.95,80.05,2001-01-30,2001,119.94999999999999
1/23/2001,0.0,0.0,0.0,0.0,25.77,74.23,2001-01-23,2001,125.77000000000001
1/16/2001,0.0,0.0,0.0,0.0,14.74,85.26,2001-01-16,2001,114.74000000000001
1/9/2001,0.0,0.0,0.0,0.0,43.67,56.33,2001-01-09,2001,143.67000000000002
1/2/2001,0.0,0.0,0.0,0.0,30.87,69.13,2001-01-02,2001,130.87
12/26/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-26,2000,100.0
12/19/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-19,2000,100.0
12/12/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-12,2000,100.0
12/5/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-05,2000,100.0
11/28/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-28,2000,100.0
11/21/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-21,2000,100.0
11/14/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-14,2000,100.0
11/7/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-07,2000,100.0
10/31/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-31,2000,100.0
10/24/2000,0.0,0.0,0.0,0.0,11.85,88.15,2000-10-24,2000,111.85000000000001
10/17/2000,0.0,0.0,0.0,0.0,15.92,84.08,2000-10-17,2000,115.92
10/10/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-10-10,2000,112.69999999999999
10/3/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-10-03,2000,112.69999999999999
9/26/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-09-26,2000,112.69999999999999
9/19/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-19,2000,112.17999999999999
9/12/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-12,2000,112.17999999999999
9/5/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-05,2000,112.17999999999999
8/29/2000,0.0,0.0,0.0,0.0,22.79,77.21,2000-08-29,2000,122.78999999999999
8/22/2000,0.0,0.0,0.0,0.99,24.91,75.09,2000-08-22,2000,127.88
8/15/2000,0.0,0.0,0.0,1.72,24.91,75.09,2000-08-15,2000,130.07
8/8/2000,0.0,0.0,0.0,0.0,12.02,87.98,2000-08-08,2000,112.02000000000001
8/1/2000,0.0,0.0,0.0,0.0,7.61,92.39,2000-08-01,2000,107.61
7/25/2000,0.0,0.0,0.0,0.0,7.61,92.39,2000-07-25,2000,107.61
7/18/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-18,2000,100.0
7/11/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-11,2000,100.0
7/4/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-04,2000,100.0
6/27/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-27,2000,100.0
6/20/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-20,2000,100.0
6/13/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-13,2000,100.0
6/6/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-06,2000,100.0
5/30/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-30,2000,100.0
5/23/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-23,2000,100.0
5/16/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-16,2000,100.0
5/9/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-09,2000,100.0
5/2/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-02,2000,100.0
4/25/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-25,2000,100.0
4/18/2000,0.0,0.0,0.0,0.0,4.07,95.93,2000-04-18,2000,104.07000000000001
4/11/2000,0.0,0.0,0.0,0.0,2.98,97.02,2000-04-11,2000,102.97999999999999
4/4/2000,0.0,0.0,0.0,0.0,2.98,97.02,2000-04-04,2000,102.97999999999999
3/28/2000,0.0,0.0,0.0,0.0,2.72,97.28,2000-03-28,2000,102.72
3/21/2000,0.0,0.0,0.0,0.0,2.55,97.45,2000-03-21,2000,102.55
3/14/2000,0.0,0.0,0.0,0.0,2.55,97.45,2000-03-14,2000,102.55
3/7/2000,0.0,0.0,0.0,0.03,9.44,90.56,2000-03-07,2000,109.53
2/29/2000,0.0,0.0,0.0,0.05,16.29,83.71,2000-02-29,2000,116.44
2/22/2000,0.0,0.0,0.0,0.0,18.71,81.29,2000-02-22,2000,118.71000000000001
2/15/2000,0.0,0.0,0.0,0.0,43.61,56.39,2000-02-15,2000,143.61
2/8/2000,0.0,0.0,0.0,0.0,44.2,55.8,2000-02-08,2000,144.2
2/1/2000,0.0,0.0,0.0,0.0,50.88,49.12,2000-02-01,2000,150.88
1/25/2000,0.0,0.0,0.0,0.0,55.97,44.03,2000-01-25,2000,155.97
1/18/2000,0.0,0.0,0.0,0.0,72.03,27.97,2000-01-18,2000,172.03
1/11/2000,0.0,0.0,0.0,0.0,81.75,18.25,2000-01-11,2000,181.75
1/4/2000,0.0,0.0,0.0,0.0,48.17,51.83,2000-01-04,2000,148.17000000000002
